,Unnamed: 0,price,lprice,square,rooms,floor,mfloor,station,metro,ametro,dmetro,link,add,lat,lon
19663,19663,17700000,16.689075197544057,62.8,2,2,9,метро Кожуховская,15 минут пешком,1,15,https://www.cian.ru/sale/flat/315830713/,"ул. Сайкина, 1/2",55.708886,37.669432
19664,19664,27499999,17.12969652627316,69.5,3,12,12,метро Кожуховская,6 минут пешком,1,6,https://www.cian.ru/sale/flat/316028067/,"ул. Петра Романова, 18",55.704194,37.682323
19665,19665,17900000,16.70031127081098,54.8,3,3,9,метро Кожуховская,17 минут пешком,1,17,https://www.cian.ru/sale/flat/316383259/,"5-я Кожуховская ул., 10К1",55.704864,37.667132
19666,19666,24000000,16.99356438831222,80.0,3,6,7,метро Кожуховская,7 минут пешком,1,7,https://www.cian.ru/sale/flat/316631035/,"6-я Кожуховская ул., 24",55.705818,37.679466
19667,19667,12500000,16.34123920227253,35.5,1,9,14,метро Кожуховская,14 минут пешком,1,14,https://www.cian.ru/sale/flat/313461898/,"5-я Кожуховская ул., 11",55.706107,37.670717
19668,19668,19300000,16.775615653875114,73.0,3,2,8,метро Кожуховская,20 минут пешком,1,20,https://www.cian.ru/sale/flat/311410719/,"ул. Трофимова, 6",55.702871,37.664186
19669,19669,16500000,16.61887093887081,54.3,3,2,8,метро Кожуховская,8 минут пешком,1,8,https://www.cian.ru/sale/flat/312311633/,"ул. Петра Романова, 2",55.709733,37.679403
19670,19670,9300000,16.045524958123483,38.0,3,1,7,метро Кожуховская,7 минут пешком,1,7,https://www.cian.ru/sale/flat/316013965/,"6-я Кожуховская ул., 24",55.705818,37.679466
19671,19671,25500000,17.054189010128656,71.0,3,8,11,метро Кожуховская,20 минут пешком,1,20,https://www.cian.ru/sale/flat/316181828/,"Велозаводская ул., 11/1",55.711082,37.667312
19672,19672,24000000,16.99356438831222,83.4,3,6,9,метро Кожуховская,16 минут пешком,1,16,https://www.cian.ru/sale/flat/314553625/,"Шарикоподшипниковская ул., 36/18",55.715297,37.676915
19673,19673,12200000,16.316946509703484,35.6,1,4,14,метро Кожуховская,14 минут пешком,1,14,https://www.cian.ru/sale/flat/309205278/,"5-я Кожуховская ул., 11",55.706107,37.670717
19674,19674,22200000,16.915602846842507,72.9,3,7,14,метро Кожуховская,12 минут пешком,1,12,https://www.cian.ru/sale/flat/316592177/,"7-я Кожуховская ул., 10К2",55.708217,37.673358
19676,19676,21500000,16.883563493097892,61.0,2,7,10,метро Кожуховская,20 минут пешком,1,20,https://www.cian.ru/sale/flat/315753671/,"Велозаводская ул., 11/1",55.711082,37.667312
19677,19677,10250000,16.14278826354869,31.0,1,7,9,метро Кожуховская,11 минут пешком,1,11,https://www.cian.ru/sale/flat/313972011/,"5-я Кожуховская ул., 18К1",55.7049,37.673106
19678,19678,18000000,16.70588231586044,50.5,2,10,16,метро Кожуховская,15 минут пешком,1,15,https://www.cian.ru/sale/flat/316751757/,"ул. Сайкина, 1К1",55.708323,37.670268
19679,19679,40000000,17.50439001207821,69.8,2,17,30,метро Кожуховская,19 минут пешком,1,19,https://www.cian.ru/sale/flat/316683800/,"ул. 1-я Машиностроения, 10",55.714044,37.670142
19680,19680,38700000,17.47135015800001,86.4,3,21,25,метро Кожуховская,6 минут на транспорте,0,6,https://www.cian.ru/sale/flat/315702561/,Южнопортовая ул.,55.703951,37.702742
19681,19681,72999999,18.105969985414035,129.4,4,18,22,метро Кожуховская,19 минут пешком,1,19,https://www.cian.ru/sale/flat/316793824/,"ул. Трофимова, 10",55.702794,37.666162
19682,19682,17350000,16.66910306435714,51.6,1,4,5,метро Кожуховская,15 минут пешком,1,15,https://www.cian.ru/sale/flat/277864917/,"6-я Кожуховская ул., 3к2",55.707841,37.670007
19683,19683,24950000,17.0323843801618,82.6,3,7,8,метро Кожуховская,20 минут пешком,1,20,https://www.cian.ru/sale/flat/316562028/,"1-й Кожуховский проезд, 19к1",55.70843,37.665273
19684,19684,10000000,16.11809565095832,30.1,1,6,8,метро Кожуховская,9 минут пешком,1,9,https://www.cian.ru/sale/flat/315412065/,"ул. Петра Романова, 2К2",55.709272,37.678074
19685,19685,12700000,16.35711255142882,38.0,1,4,17,метро Кожуховская,5 минут пешком,1,5,https://www.cian.ru/sale/flat/159979025/,"2-й Южнопортовый проезд, 27",55.703271,37.687614
19686,19686,41900000,17.550796384892365,95.0,3,7,26,метро Кожуховская,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/313867062/,"ул. 1-я Машиностроения, 10",55.714044,37.670142
19687,19687,17900000,16.70031127081098,52.0,2,4,5,метро Кожуховская,10 минут пешком,1,10,https://www.cian.ru/sale/flat/313440907/,"ул. Трофимова, 21К1",55.703266,37.676726
19688,19688,14500000,16.489659207390805,37.6,2,3,9,метро Кожуховская,10 минут пешком,1,10,https://www.cian.ru/sale/flat/315940513/,"ул. Трофимова, 19К1",55.703246,37.675828
19689,19689,18200000,16.716932152047026,57.8,2,5,7,метро Кожуховская,7 минут пешком,1,7,https://www.cian.ru/sale/flat/314852715/,"6-я Кожуховская ул., 24",55.705818,37.679466
19690,19690,18800000,16.749367427800177,47.4,1,2,17,метро Кожуховская,15 минут пешком,1,15,https://www.cian.ru/sale/flat/316005387/,"ул. Сайкина, 19",55.704184,37.668803
19691,19691,19100000,16.76519889301686,56.0,3,5,9,метро Кожуховская,11 минут пешком,1,11,https://www.cian.ru/sale/flat/316340032/,"5-я Кожуховская ул., 18К1",55.7049,37.673106
19692,19692,21000000,16.860032995687696,76.9,2,5,6,метро Кожуховская,15 минут пешком,1,15,https://www.cian.ru/sale/flat/309152797/,"ул. Сайкина, 9/1",55.707476,37.668606
19693,19693,19150000,16.767813273590928,57.7,3,18,47,метро Кожуховская,14 минут пешком,1,14,https://www.cian.ru/sale/flat/306566705/,"Южнопортовая ул., 28АС17",55.705843,37.698097
19695,19695,51500000,17.757092365633966,111.0,3,10,27,метро Кожуховская,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/293133881/,"ул. 1-я Машиностроения, 10",55.714044,37.670142
19696,19696,22600000,16.933460464242515,60.5,2,11,11,метро Кожуховская,20 минут пешком,1,20,https://www.cian.ru/sale/flat/297165690/,"Велозаводская ул., 11/1",55.711082,37.667312
19697,19697,49900000,17.72553156072175,111.0,3,16,27,метро Кожуховская,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/315834815/,"ул. 1-я Машиностроения, 10",55.714044,37.670142
19698,19698,19899000,16.806180037175803,61.1,2,3,14,метро Кожуховская,14 минут пешком,1,14,https://www.cian.ru/sale/flat/299252517/,"Южнопортовая ул., 28АС17",55.705843,37.698097
19699,19699,23800000,16.985196138641705,61.0,3,6,9,метро Кожуховская,9 минут пешком,1,9,https://www.cian.ru/sale/flat/316688280/,"5-я Кожуховская ул., 22К1",55.704778,37.676619
19700,19700,44600000,17.61324441699029,130.4,4,4,8,метро Кожуховская,18 минут пешком,1,18,https://www.cian.ru/sale/flat/313236309/,"Шарикоподшипниковская ул., 32",55.716392,37.676214
19701,19701,12300000,16.325109820342647,32.0,1,2,8,метро Кожуховская,14 минут пешком,1,14,https://www.cian.ru/sale/flat/312078262/,"ул. Трофимова, 13",55.703231,37.670762
19703,19703,15500000,16.556350581889475,49.5,2,5,8,метро Кожуховская,7 минут пешком,1,7,https://www.cian.ru/sale/flat/308184094/,"ул. Трофимова, 29",55.702901,37.681047
19705,19705,24600000,17.01825700090259,55.0,2,6,17,метро Кожуховская,15 минут пешком,1,15,https://www.cian.ru/sale/flat/315441180/,"ул. Сайкина, 19",55.704184,37.668803
19706,19706,29000000,17.182806387950748,77.0,3,5,21,метро Кожуховская,19 минут пешком,1,19,https://www.cian.ru/sale/flat/305837843/,"ул. 1-я Машиностроения, 5А",55.716209,37.67404
19708,19708,28850000,17.177620550918384,77.0,3,5,21,метро Кожуховская,19 минут пешком,1,19,https://www.cian.ru/sale/flat/311242459/,"ул. 1-я Машиностроения, 5А",55.716209,37.67404
19711,19711,12500000,16.34123920227253,33.0,1,7,8,метро Кожуховская,8 минут пешком,1,8,https://www.cian.ru/sale/flat/314014200/,"ул. Петра Романова, 2",55.709733,37.679403
19712,19712,41900000,17.550796384892365,93.7,3,7,30,метро Кожуховская,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/316488737/,"ул. 1-я Машиностроения, 10",55.714044,37.670142
19714,19714,38000000,17.45309671769066,70.0,2,27,30,метро Кожуховская,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/299021016/,"ул. 1-я Машиностроения, 10",55.714044,37.670142
19716,19716,69000000,18.04961706256153,135.0,3,5,30,метро Кожуховская,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/312716699/,"ул. 1-я Машиностроения, 10",55.714044,37.670142
19717,19717,14150000,16.46522518205352,35.8,1,2,9,метро Кожуховская,12 минут пешком,1,12,https://www.cian.ru/sale/flat/316585022/,"6-я Кожуховская ул., 10",55.706731,37.674049
19718,19718,16500000,16.61887093887081,43.6,2,7,8,метро Кожуховская,13 минут пешком,1,13,https://www.cian.ru/sale/flat/309890319/,"ул. Трофимова, 15",55.703155,37.672801
19719,19719,24000000,16.99356438831222,61.8,2,1,8,метро Кожуховская,16 минут пешком,1,16,https://www.cian.ru/sale/flat/316826171/,"ул. Сайкина, 15/7",55.705676,37.668381
19720,19720,13400000,16.41076526492114,33.0,1,5,30,метро Кожуховская,6 минут пешком,1,6,https://www.cian.ru/sale/flat/314590440/,"2-й Южнопортовый проезд, 27АС1",55.704818,37.69189
19721,19721,21500000,16.883563493097892,62.2,2,6,8,метро Кожуховская,6 минут пешком,1,6,https://www.cian.ru/sale/flat/316421327/,"ул. Трофимова, 31",55.703013,37.682736
19722,19722,29000000,17.182806387950748,73.0,2,9,22,метро Кожуховская,19 минут пешком,1,19,https://www.cian.ru/sale/flat/315848767/,"ул. Трофимова, 10",55.702794,37.666162
19723,19723,17600000,16.68340946000838,53.1,2,43,44,метро Кожуховская,12 минут пешком,1,12,https://www.cian.ru/sale/flat/306974200/,"Южнопортовая ул., 28АС17",55.705843,37.698097
19725,19725,28800000,17.175885945106174,88.4,4,6,10,метро Кожуховская,13 минут пешком,1,13,https://www.cian.ru/sale/flat/313265015/,"Шарикоподшипниковская ул., 40",55.71378,37.677122
19726,19726,31500000,17.26549810379586,87.8,3,4,9,метро Кожуховская,3 минуты пешком,1,3,https://www.cian.ru/sale/flat/308880854/,"ул. Трофимова, 35/20",55.704839,37.685117
19727,19727,21000000,16.860032995687696,47.0,1,2,21,метро Кожуховская,19 минут пешком,1,19,https://www.cian.ru/sale/flat/304868773/,"ул. 1-я Машиностроения, 5А",55.716209,37.67404
19734,19734,18400000,16.727861222579214,60.0,2,2,8,метро Кожуховская,15 минут пешком,1,15,https://www.cian.ru/sale/flat/313422832/,"ул. Сайкина, 17",55.704813,37.668354
19735,19735,18500000,16.733281290048552,52.0,3,8,9,метро Кожуховская,20 минут пешком,1,20,https://www.cian.ru/sale/flat/311040777/,"ул. Трофимова, 8А",55.70217,37.664662
19736,19736,19768896,16.79962035140244,64.6,2,27,49,метро Кожуховская,10 минут пешком,1,10,https://www.cian.ru/sale/flat/315281496/,"Южнопортовая ул., 28АС17",55.705843,37.698097
19737,19737,78000000,18.172219384653864,140.0,4,25,30,метро Кожуховская,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/311629259/,"ул. 1-я Машиностроения, 10",55.714044,37.670142
19738,19738,27000000,17.111347423968603,83.4,3,8,10,метро Кожуховская,16 минут пешком,1,16,https://www.cian.ru/sale/flat/314717533/,"ул. 1-я Машиностроения, 18/36",55.715145,37.676178
19739,19739,27000000,17.111347423968603,80.0,3,8,10,метро Кожуховская,13 минут пешком,1,13,https://www.cian.ru/sale/flat/308789534/,"Шарикоподшипниковская ул., 40",55.71378,37.677122
19740,19740,28900000,17.17935215308266,57.7,2,2,10,метро Кожуховская,20 минут пешком,1,20,https://www.cian.ru/sale/flat/315609990/,"Велозаводская ул., 11/1",55.711082,37.667312
19741,19741,59900000,17.908187063085677,129.0,4,13,22,метро Кожуховская,19 минут пешком,1,19,https://www.cian.ru/sale/flat/309487587/,"ул. Трофимова, 10",55.702794,37.666162
19742,19742,32400000,17.293668980762558,40.6,2,4,16,метро Кожуховская,17 минут пешком,1,17,https://www.cian.ru/sale/flat/315980944/,"ул. 1-я Машиностроения, 7",55.715601,37.675002
19743,19743,36000000,17.399029496420383,68.1,2,25,27,метро Кожуховская,19 минут пешком,1,19,https://www.cian.ru/sale/flat/316221031/,"ул. 1-я Машиностроения, 10",55.714044,37.670142
19744,19744,27000000,17.111347423968603,82.0,3,8,10,метро Кожуховская,13 минут пешком,1,13,https://www.cian.ru/sale/flat/268191905/,"Шарикоподшипниковская ул., 40",55.71378,37.677122
19745,19745,22390000,16.92412498857494,63.3,2,4,7,метро Кожуховская,7 минут пешком,1,7,https://www.cian.ru/sale/flat/315614312/,"6-я Кожуховская ул., 24",55.705818,37.679466
19746,19746,26500000,17.09265529095645,57.4,2,2,8,метро Кожуховская,16 минут пешком,1,16,https://www.cian.ru/sale/flat/315880899/,"ул. Сайкина, 11/2",55.706731,37.668543
19747,19747,32000000,17.281246460764002,88.0,3,11,21,метро Кожуховская,5 минут на транспорте,0,5,https://www.cian.ru/sale/flat/293164173/,Волгоградский просп.,55.707674,37.749283
19749,19749,25000000,17.034386382832476,56.3,3,8,69,метро Кожуховская,14 минут пешком,1,14,https://www.cian.ru/sale/flat/316354413/,"Южнопортовая ул., 28АС17",55.705843,37.698097
19751,19751,24500000,17.014183675514957,61.2,2,63,68,метро Кожуховская,8 минут пешком,1,8,https://www.cian.ru/sale/flat/314171266/,Южнопортовая ул.,55.703951,37.702742
19752,19752,8490000,15.95439955828753,27.4,1,1,16,метро Кожуховская,14 минут пешком,1,14,https://www.cian.ru/sale/flat/312361170/,"ул. Трофимова, 18",55.702409,37.671777
19776,19776,15500000,16.556350581889475,34.0,1,21,24,метро Медведково,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/316679406/,"Тайнинская ул., 9",55.882434,37.681541
19777,19777,11100000,16.222455666282563,52.2,2,6,12,метро Медведково,8 минут на транспорте,0,8,https://www.cian.ru/sale/flat/316396632/,"ул. Корнейчука, 24",55.90036,37.61609
19778,19778,39950000,17.503139230176558,139.6,5,8,14,метро Медведково,6 минут на транспорте,0,6,https://www.cian.ru/sale/flat/316418115/,"ул. Летчика Бабушкина, 22",55.865667,37.675514
19779,19779,15880000,16.580571013783263,39.0,1,11,12,метро Медведково,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/316110037/,"Енисейская ул., 34",55.873854,37.667653
19780,19780,22500000,16.929025867174648,74.0,3,4,17,метро Медведково,5 минут на транспорте,0,5,https://www.cian.ru/sale/flat/316377759/,"ул. Менжинского, 25",55.869587,37.658509
19781,19781,14300000,16.475770095230136,58.0,2,5,16,метро Медведково,18 минут пешком,1,18,https://www.cian.ru/sale/flat/314061701/,"Северодвинская ул., 19",55.893132,37.6774
19782,19782,17500000,16.67771143889374,75.3,4,2,12,метро Медведково,6 минут на транспорте,0,6,https://www.cian.ru/sale/flat/315766734/,"ул. Корнейчука, 33",55.896494,37.635503
19783,19783,8999000,16.012624018016087,32.7,1,6,9,метро Медведково,5 минут на транспорте,0,5,https://www.cian.ru/sale/flat/316560118/,"Анадырский проезд, 49",55.876284,37.700154
19784,19784,12000000,16.300417207752275,44.5,2,6,9,метро Медведково,6 минут на транспорте,0,6,https://www.cian.ru/sale/flat/315960645/,"Челюскинская ул., 6К2",55.880909,37.706101
19785,19785,9200000,16.034714042019267,34.0,1,5,9,метро Медведково,5 минут на транспорте,0,5,https://www.cian.ru/sale/flat/314802649/,"ул. Корнейчука, 58",55.89236,37.624103
19786,19786,9700000,16.08763644347361,42.0,2,8,9,метро Медведково,10 минут на транспорте,0,10,https://www.cian.ru/sale/flat/316594081/,"Ярославское ш., 109К3",55.871203,37.706074
19787,19787,10100000,16.12804598181149,33.0,1,2,12,метро Медведково,7 минут на транспорте,0,7,https://www.cian.ru/sale/flat/314570834/,"Белозерская ул., 9А",55.898785,37.614123
19788,19788,24000000,16.99356438831222,82.0,3,12,18,метро Медведково,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/314364576/,"ул. Малыгина, 12А",55.882939,37.693202
19789,19789,14299000,16.475700162714983,60.0,3,3,9,метро Медведково,10 минут пешком,1,10,https://www.cian.ru/sale/flat/314302603/,"Широкая ул., 1К1",55.888437,37.649364
19792,19792,9450000,16.061525299469924,38.7,2,6,12,метро Волоколамская,6 минут на транспорте,0,6,https://www.cian.ru/sale/flat/315978883/,"Окружная ул., 15С1",55.843439,37.399057
19793,19793,16800000,16.636889444373487,50.3,1,5,30,метро Волоколамская,5 минут на транспорте,0,5,https://www.cian.ru/sale/flat/315325931/,"Строительный проезд, 9",55.836676,37.422243
19794,19794,11900000,16.292048958081757,33.5,1,5,30,метро Волоколамская,6 минут на транспорте,0,6,https://www.cian.ru/sale/flat/303898793/,"Строительный проезд, 9С9",55.83656,37.421901
19795,19795,15600000,16.562781472219765,40.9,1,13,25,метро Волоколамская,18 минут пешком,1,18,https://www.cian.ru/sale/flat/316383142/,"Митинская ул., 28к4",55.845865,37.372503
19796,19796,13990000,16.453853346641665,54.0,2,12,17,метро Волоколамская,1 минута пешком,1,1,https://www.cian.ru/sale/flat/315696431/,"Новотушинский проезд, 6К1",55.837166,37.382959
19798,19798,11990000,16.299583527003698,38.1,1,6,16,метро Волоколамская,5 минут на транспорте,0,5,https://www.cian.ru/sale/flat/316291982/,"Пятницкое ш., 38К1",55.855265,37.362415
19800,19800,10200000,16.1378982782545,37.9,1,1,17,метро Волоколамская,20 минут пешком,1,20,https://www.cian.ru/sale/flat/312537721/,"2-й Митинский пер., 5",55.846401,37.366933
19801,19801,9200000,16.034714042019267,34.7,1,2,9,метро Волоколамская,7 минут на транспорте,0,7,https://www.cian.ru/sale/flat/315805577/,"2-й Тушинский проезд, 8",55.835215,37.418919
19804,19804,15600000,16.562781472219765,39.3,1,27,52,метро Волоколамская,19 минут пешком,1,19,https://www.cian.ru/sale/flat/315187076/,"Волоколамское ш., 95/2к7",55.830766,37.401483
19809,19809,12800000,16.364955728889846,37.9,1,13,44,метро Волоколамская,5 минут на транспорте,0,5,https://www.cian.ru/sale/flat/314939855/,"Строительный проезд, 9",55.836676,37.422243
19811,19811,14800000,16.510137738734343,41.4,1,20,26,метро Волоколамская,5 минут на транспорте,0,5,https://www.cian.ru/sale/flat/316635708/,"Строительный проезд, 9",55.836676,37.422243
19813,19813,17500000,16.67771143889374,44.6,2,6,20,метро Волоколамская,20 минут пешком,1,20,https://www.cian.ru/sale/flat/316007929/,"Волоколамское ш., 95/2к4",55.830705,37.402641
19815,19815,25000000,17.034386382832476,48.2,1,22,22,метро Волоколамская,8 минут на транспорте,0,8,https://www.cian.ru/sale/flat/314365796/,"Волоколамское ш., 71к8",55.816713,37.427237
19816,19816,34400000,17.353567122343627,110.7,3,14,23,метро Волоколамская,8 минут пешком,1,8,https://www.cian.ru/sale/flat/315759307/,"Митинская ул., 10",55.840149,37.377578
19818,19818,11200000,16.231424336265324,44.7,2,2,9,метро Волоколамская,7 минут на транспорте,0,7,https://www.cian.ru/sale/flat/315707382/,"1-й Тушинский проезд, 5",55.832712,37.422072
19820,19820,13500000,16.41820024340866,50.8,3,2,9,метро Волоколамская,7 минут на транспорте,0,7,https://www.cian.ru/sale/flat/306258543/,"1-й Тушинский проезд, 6",55.833698,37.421524
19826,19826,13980000,16.45313829476994,46.6,1,24,30,метро Волоколамская,5 минут на транспорте,0,5,https://www.cian.ru/sale/flat/315760803/,"Строительный проезд, 9",55.836676,37.422243
19827,19827,13250000,16.399508110396507,38.1,1,5,9,метро Волоколамская,6 минут на транспорте,0,6,https://www.cian.ru/sale/flat/308534435/,"ул. Генерала Белобородова, 37",55.830068,37.35636
19830,19830,11550000,16.26219599493208,37.4,1,5,17,метро Волоколамская,11 минут пешком,1,11,https://www.cian.ru/sale/flat/295036866/,"Пятницкое ш., 14",55.841544,37.386319
19831,19831,11600000,16.266515656076592,47.3,2,7,12,метро Волоколамская,6 минут на транспорте,0,6,https://www.cian.ru/sale/flat/316524815/,"Окружная ул., 15С1",55.843439,37.399057
19841,19841,13400000,16.41076526492114,43.1,1,13,28,метро Волоколамская,5 минут на транспорте,0,5,https://www.cian.ru/sale/flat/310045350/,"Строительный проезд, 9С9",55.83656,37.421901
19842,19842,13400000,16.41076526492114,37.9,1,4,43,метро Волоколамская,5 минут на транспорте,0,5,https://www.cian.ru/sale/flat/304591660/,"Строительный проезд, 9С9",55.83656,37.421901
19844,19844,13700000,16.432906390798355,34.9,1,17,44,метро Волоколамская,5 минут на транспорте,0,5,https://www.cian.ru/sale/flat/311255692/,"Строительный проезд, 9С31",55.83656,37.421901
19850,19850,14500000,16.489659207390805,37.9,1,9,43,метро Волоколамская,5 минут на транспорте,0,5,https://www.cian.ru/sale/flat/315705333/,"Строительный проезд, 9",55.836676,37.422243
19853,19853,14500000,16.489659207390805,62.6,3,2,14,метро Волоколамская,5 минут на транспорте,0,5,https://www.cian.ru/sale/flat/309737031/,"проезд Донелайтиса, 12К1",55.839739,37.414742
19856,19856,14800000,16.510137738734343,46.6,2,18,30,метро Волоколамская,5 минут на транспорте,0,5,https://www.cian.ru/sale/flat/304227494/,"Строительный проезд, 9С9",55.83656,37.421901
19861,19861,15450000,16.55311956130803,55.0,2,8,17,метро Волоколамская,8 минут пешком,1,8,https://www.cian.ru/sale/flat/314903218/,"Пятницкое ш., 11",55.840871,37.383903
19862,19862,15500000,16.556350581889475,58.5,2,22,22,метро Волоколамская,5 минут на транспорте,0,5,https://www.cian.ru/sale/flat/298091696/,"проезд Донелайтиса, 20",55.842064,37.420365
19863,19863,11000000,16.213405830762646,44.4,2,6,9,метро Ховрино,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/315761244/,"Клинская ул., 9",55.866723,37.500612
19864,19864,17000000,16.64872390202049,51.1,2,7,14,метро Ховрино,8 минут пешком,1,8,https://www.cian.ru/sale/flat/316740054/,"ул. Дыбенко, 22К3",55.872602,37.486652
19865,19865,21500000,16.883563493097892,45.0,1,5,33,метро Ховрино,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/315084247/,"Смольная ул., 49",55.86355,37.478459
19866,19866,30800000,17.2430252479438,68.1,2,3,30,метро Ховрино,1 минута пешком,1,1,https://www.cian.ru/sale/flat/316157061/,"ул. Дыбенко, 7/1",55.878536,37.479115
19867,19867,14000000,16.454567887579532,60.0,2,3,16,метро Ховрино,15 минут пешком,1,15,https://www.cian.ru/sale/flat/316038784/,"ул. Маршала Федоренко, 4к2",55.880288,37.494395
19868,19868,10500000,16.166885815127753,36.4,1,12,33,метро Ховрино,8 минут на транспорте,0,8,https://www.cian.ru/sale/flat/313828849/,"Ижорская ул., 6к2",55.882066,37.502866
19869,19869,110000000,18.51599092375669,185.0,4,19,22,метро Ховрино,6 минут на транспорте,0,6,https://www.cian.ru/sale/flat/316312372/,"Ленинградское ш., 69к2",55.868672,37.456765
19870,19870,18000000,16.70588231586044,63.0,3,9,12,метро Ховрино,15 минут пешком,1,15,https://www.cian.ru/sale/flat/316712146/,"Прибрежный проезд, 7",55.874753,37.465191
19871,19871,17500000,16.67771143889374,62.8,3,8,12,метро Ховрино,15 минут пешком,1,15,https://www.cian.ru/sale/flat/316811767/,"Прибрежный проезд, 7",55.874753,37.465191
19873,19873,27500000,17.1296965626368,58.2,2,3,20,метро Ховрино,6 минут на транспорте,0,6,https://www.cian.ru/sale/flat/312568134/,"Ленинградское ш., 69к3",55.869405,37.456612
19874,19874,28564000,17.167657741651137,77.2,3,17,23,метро Ховрино,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/316777240/,"Смольная ул., 57К1",55.867748,37.473599
19875,19875,22300000,16.920097236430347,75.0,3,16,17,метро Ховрино,15 минут пешком,1,15,https://www.cian.ru/sale/flat/302818689/,"Зеленоградская ул., 25к1",55.873087,37.494422
19876,19876,9990000,16.117095150624735,37.7,2,3,12,метро Ховрино,17 минут пешком,1,17,https://www.cian.ru/sale/flat/313693536/,"Зеленоградская ул., 23К3",55.871541,37.495437
19877,19877,21000000,16.860032995687696,75.1,3,5,16,метро Ховрино,5 минут на транспорте,0,5,https://www.cian.ru/sale/flat/316017027/,"Ленинградское ш., 132",55.871077,37.461301
19878,19878,16500000,16.61887093887081,49.9,1,24,24,метро Ховрино,10 минут пешком,1,10,https://www.cian.ru/sale/flat/315774735/,"ул. Дыбенко, 14К2",55.870567,37.485933
19879,19879,11800000,16.283610089435893,36.0,1,9,21,метро Ховрино,13 минут пешком,1,13,https://www.cian.ru/sale/flat/316360212/,"Левобережная ул., 4к9",55.870147,37.480391
19880,19880,13200000,16.3957273875566,59.0,3,4,9,метро Ховрино,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/316006753/,"Петрозаводская ул., 5К1",55.864162,37.499013
19881,19881,13600000,16.42558035070628,60.0,2,6,16,метро Ховрино,12 минут пешком,1,12,https://www.cian.ru/sale/flat/297860727/,"ул. Маршала Федоренко, 16/2к1",55.883298,37.486544
19882,19882,14000000,16.454567887579532,35.0,1,13,14,метро Ховрино,5 минут на транспорте,0,5,https://www.cian.ru/sale/flat/316338044/,"Валдайский проезд, 4",55.864939,37.468533
19883,19883,12300000,16.325109820342647,48.0,2,10,12,метро Ховрино,18 минут пешком,1,18,https://www.cian.ru/sale/flat/315552645/,"Краснополянская ул., 8",55.885585,37.492293
19884,19884,19000000,16.759949537130716,64.0,3,9,16,метро Ховрино,20 минут пешком,1,20,https://www.cian.ru/sale/flat/316341803/,"Петрозаводская ул., 11К1",55.865894,37.494404
19885,19885,32160000,17.28623400227504,107.2,3,2,22,метро Ховрино,5 минут на транспорте,0,5,https://www.cian.ru/sale/flat/302724653/,"Ленинградское ш., 128к2",55.869304,37.463368
19886,19886,9800000,16.0978929436408,37.5,1,2,16,метро Ховрино,16 минут пешком,1,16,https://www.cian.ru/sale/flat/312135015/,"Краснополянская ул., 6К2",55.885145,37.490991
19887,19887,18500000,16.733281290048552,53.7,2,6,14,метро Ховрино,19 минут пешком,1,19,https://www.cian.ru/sale/flat/316196034/,"Смольная ул., 67К2",55.871521,37.468524
19888,19888,12500000,16.34123920227253,38.5,1,15,17,метро Ховрино,12 минут пешком,1,12,https://www.cian.ru/sale/flat/316542271/,"ул. Дыбенко, 6К1",55.868834,37.485511
19889,19889,10000000,16.11809565095832,44.0,2,1,9,метро Ховрино,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/288110568/,"Петрозаводская ул., 17К1",55.865743,37.491072
19890,19890,9800000,16.0978929436408,32.5,1,3,8,метро Ховрино,5 минут на транспорте,0,5,https://www.cian.ru/sale/flat/312505665/,"Валдайский проезд, 7",55.868086,37.465658
19893,19893,10000000,16.11809565095832,38.0,2,1,12,метро Ховрино,20 минут пешком,1,20,https://www.cian.ru/sale/flat/294115693/,"Клинская ул., 10К3",55.870289,37.498168
19894,19894,10300000,16.147654453199863,35.2,1,3,12,метро Ховрино,19 минут пешком,1,19,https://www.cian.ru/sale/flat/316340141/,"Зеленоградская ул., 21К3",55.871021,37.496812
19895,19895,10500000,16.166885815127753,44.0,2,1,9,метро Ховрино,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/315053510/,"Петрозаводская ул., 17К2",55.864879,37.490299
19896,19896,10500000,16.166885815127753,34.8,1,3,12,метро Ховрино,8 минут пешком,1,8,https://www.cian.ru/sale/flat/316438205/,"Зеленоградская ул., 35К4",55.875117,37.488961
