price,lprice,square,rooms,floor,mfloor,station,metro,ametro,dmetro,link
18900000,16.75467248002987,82.8,3,3,14,метро Косино,20 минут пешком,1,20,https://lyubertsy.cian.ru/sale/flat/304349978/
89400000,18.308631240143743,119.7,3,3,11,метро Шаболовская,12 минут пешком,1,12,https://www.cian.ru/sale/flat/313037520/
5700000,15.555976732804778,49.0,2,4,4,метро Домодедовская,17 минут на транспорте,0,17,https://vidnoye.cian.ru/sale/flat/303480501/
23000000,16.951004773893423,41.9,1,2,9,метро Трубная,16 минут пешком,1,16,https://www.cian.ru/sale/flat/310519582/
28244104,17.156395285809584,74.1,2,2,23,метро Чертановская,8 минут на транспорте,0,8,https://www.cian.ru/sale/flat/314039144/
61804960,17.939494178107022,79.4,2,3,36,метро Маяковская,17 минут пешком,1,17,https://www.cian.ru/sale/flat/315702152/
11000000,16.213405830762646,43.6,2,4,5,метро Каширская,3 минуты на транспорте,0,3,https://www.cian.ru/sale/flat/302200222/
52900000,17.783913896828526,120.0,4,9,16,метро Беляево,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/303619557/
23500000,16.972510979114386,43.0,1,9,10,метро Комсомольская,15 минут пешком,1,15,https://www.cian.ru/sale/flat/307629972/
8500000,15.955576721460544,33.0,1,2,9,метро Юго-Восточная,11 минут пешком,1,11,https://www.cian.ru/sale/flat/315051324/
10800000,16.195056692094447,36.8,2,3,9,метро Каховская,4 минуты пешком,1,4,https://www.cian.ru/sale/flat/306005851/
49850000,17.72452905437212,80.0,3,3,24,метро Тургеневская,11 минут пешком,1,11,https://www.cian.ru/sale/flat/313377725/
16900000,16.642824179893303,35.1,1,5,12,метро Кожуховская,17 минут пешком,1,17,https://www.cian.ru/sale/flat/316392586/
13200000,16.3957273875566,50.2,3,2,25,метро Ольховая,5 минут на транспорте,0,5,https://www.cian.ru/sale/flat/313322997/
12400000,16.333207030575267,32.1,1,5,5,метро Каховская,20 минут пешком,1,20,https://www.cian.ru/sale/flat/316357963/
13453550,16.4147535697064,40.1,1,2,19,метро Коньково,5 минут на транспорте,0,5,https://www.cian.ru/sale/flat/316505401/
10200000,16.1378982782545,29.0,1,1,5,метро Преображенская площадь,6 минут на транспорте,0,6,https://www.cian.ru/sale/flat/311311052/
19100000,16.76519889301686,53.2,2,8,12,метро ВДНХ,17 минут пешком,1,17,https://www.cian.ru/sale/flat/315414120/
58440000,17.88351114484677,83.2,3,4,14,метро Кунцевская,6 минут на транспорте,0,6,https://www.cian.ru/sale/flat/316412921/
22500000,16.929025867174648,52.7,2,12,12,метро Полянка,14 минут пешком,1,14,https://www.cian.ru/sale/flat/315961419/
9442435,16.060724449774867,37.4,1,17,19,метро Медведково,16 минут на транспорте,0,16,https://korolev.cian.ru/sale/flat/291890714/
13400000,16.41076526492114,37.5,1,1,17,метро Молодёжная,16 минут пешком,1,16,https://www.cian.ru/sale/flat/315639908/
24730000,17.023527639497598,85.0,3,12,14,метро Новоясеневская,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/311786068/
13853206,16.444027243954633,35.2,1,2,30,метро Борисово,5 минут на транспорте,0,5,https://www.cian.ru/sale/flat/313034137/
25990000,17.073222406617674,61.0,2,8,21,метро Фили,14 минут пешком,1,14,https://www.cian.ru/sale/flat/313256430/
15000000,16.523560759066484,41.0,1,2,3,метро Бауманская,9 минут пешком,1,9,https://www.cian.ru/sale/flat/314604142/
14780000,16.50878547348433,34.7,1,17,24,метро Селигерская,18 минут пешком,1,18,https://www.cian.ru/sale/flat/242385418/
22500000,16.929025867174648,45.0,2,9,9,метро Серпуховская,16 минут пешком,1,16,https://www.cian.ru/sale/flat/314739817/
23000000,16.951004773893423,50.0,2,2,12,метро Площадь Ильича,13 минут пешком,1,13,https://www.cian.ru/sale/flat/316429193/
9499999,16.066802251307607,34.5,1,1,12,метро Шоссе Энтузиастов,18 минут пешком,1,18,https://www.cian.ru/sale/flat/316125341/
17800000,16.694709015262312,51.5,2,2,17,метро Тёплый Стан,19 минут пешком,1,19,https://www.cian.ru/sale/flat/316624209/
40458860,17.51579621333065,96.6,3,27,27,метро Алексеевская,9 минут пешком,1,9,https://www.cian.ru/sale/flat/294554096/
9400000,16.056220247240233,32.9,1,2,9,метро Новоясеневская,17 минут пешком,1,17,https://www.cian.ru/sale/flat/315233659/
25000000,17.034386382832476,80.0,3,6,14,метро Варшавская,16 минут пешком,1,16,https://www.cian.ru/sale/flat/316694349/
16950000,16.645778391790735,37.5,1,2,12,метро Римская,14 минут пешком,1,14,https://www.cian.ru/sale/flat/316780613/
25300000,17.04631495369775,104.0,3,3,17,метро Волоколамская,9 минут на транспорте,0,9,https://krasnogorsk.cian.ru/sale/flat/315911549/
11700000,16.275099399767985,48.0,3,2,3,метро Лесопарковая,13 минут на транспорте,0,13,https://vidnoye.cian.ru/sale/flat/311178766/
24000000,16.99356438831222,74.6,3,7,17,метро Полежаевская,9 минут пешком,1,9,https://www.cian.ru/sale/flat/316030818/
41900000,17.550796384892365,119.0,3,17,28,метро Речной вокзал,19 минут пешком,1,19,https://www.cian.ru/sale/flat/315665485/
8900000,16.00156183470237,44.3,2,9,9,метро Новогиреево,15 минут пешком,1,15,https://www.cian.ru/sale/flat/316355921/
91642952,18.333410628038163,78.9,1,4,6,метро Охотный Ряд,17 минут пешком,1,17,https://www.cian.ru/sale/flat/314904259/
14700000,16.503358051748965,37.2,2,6,9,метро Преображенская площадь,6 минут на транспорте,0,6,https://www.cian.ru/sale/flat/316110923/
20700000,16.8456442582356,60.0,2,22,24,метро Тульская,11 минут пешком,1,11,https://www.cian.ru/sale/flat/308595483/
8150000,15.913528485217045,46.1,2,9,16,метро Новокосино,8 минут на транспорте,0,8,https://reutov.cian.ru/sale/flat/305592540/
17490000,16.677139846994784,42.7,2,1,5,метро Тургеневская,19 минут пешком,1,19,https://www.cian.ru/sale/flat/311207222/
33657495,17.331746323280218,65.0,2,3,25,метро Воронцовская,7 минут пешком,1,7,https://www.cian.ru/sale/flat/316683780/
20000000,16.811242831518264,58.2,2,6,8,метро Каховская,15 минут пешком,1,15,https://www.cian.ru/sale/flat/313111554/
17600000,16.68340946000838,63.9,3,4,12,метро Тёплый Стан,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/316632475/
10500000,16.166885815127753,38.7,2,4,12,метро Печатники,20 минут пешком,1,20,https://www.cian.ru/sale/flat/315762720/
82000000,18.22222980522853,65.6,2,3,12,метро Воробьёвы горы,7 минут на транспорте,0,7,https://www.cian.ru/sale/flat/304963966/
6600000,15.702580206996654,37.5,1,9,12,метро Котельники,13 минут пешком,1,13,https://kotelniki.cian.ru/sale/flat/313792614/
12999000,16.380382989390156,37.9,1,9,17,метро Дубровка,16 минут пешком,1,16,https://www.cian.ru/sale/flat/316826378/
35000000,17.37085861945369,105.0,4,4,23,метро Чертановская,4 минуты пешком,1,4,https://www.cian.ru/sale/flat/316115645/
22490000,16.9285813239355,31.4,2,11,26,метро Нагатинская,15 минут пешком,1,15,https://www.cian.ru/sale/flat/311734359/
13750000,16.436549382076855,45.0,2,3,9,метро Преображенская площадь,5 минут на транспорте,0,5,https://www.cian.ru/sale/flat/315928559/
15505335,16.55669471621685,63.9,2,22,30,метро Бунинская аллея,5 минут на транспорте,0,5,https://www.cian.ru/sale/flat/315690240/
91642952,18.333410628038163,78.9,3,4,7,метро Чеховская,20 минут пешком,1,20,https://www.cian.ru/sale/flat/315561822/
18200000,16.716932152047026,57.8,2,5,7,метро Автозаводская,13 минут пешком,1,13,https://www.cian.ru/sale/flat/314852715/
15990000,16.587474084810136,55.0,2,16,17,метро Ховрино,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/316493762/
9200000,16.034714042019267,62.5,3,9,9,метро Тёплый Стан,45 минут на транспорте,0,45,https://www.cian.ru/sale/flat/312804699/
24950000,17.0323843801618,64.7,2,3,8,метро Лефортово,18 минут пешком,1,18,https://www.cian.ru/sale/flat/314236481/
14000000,16.454567887579532,37.4,1,22,29,метро Нижегородская,16 минут пешком,1,16,https://www.cian.ru/sale/flat/313850355/
23500000,16.972510979114386,65.5,3,2,4,метро Фонвизинская,11 минут пешком,1,11,https://www.cian.ru/sale/flat/315654913/
14700000,16.503358051748965,38.4,1,48,69,метро Кожуховская,9 минут пешком,1,9,https://www.cian.ru/sale/flat/312708846/
64030741,17.97487385412832,86.6,3,5,56,метро Проспект Вернадского,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/316157008/
11620800,16.26830715383404,36.0,1,20,20,метро Речной вокзал,5 минут на транспорте,0,5,https://www.cian.ru/sale/flat/306207873/
10800000,16.195056692094447,36.8,2,3,9,метро Севастопольская,7 минут пешком,1,7,https://www.cian.ru/sale/flat/306005851/
10900000,16.204273347199372,38.6,1,13,22,метро Бибирево,19 минут пешком,1,19,https://www.cian.ru/sale/flat/306345692/
11500000,16.25785759333348,47.0,2,4,9,метро Кунцевская,6 минут на транспорте,0,6,https://www.cian.ru/sale/flat/315900368/
12200000,16.316946509703484,44.0,2,16,25,метро Боровское шоссе,18 минут пешком,1,18,https://www.cian.ru/sale/flat/314641351/
82000000,18.22222980522853,91.7,2,23,68,метро Деловой центр,6 минут пешком,1,6,https://www.cian.ru/sale/flat/300912468/
15400000,16.549878067383858,53.4,3,5,5,метро Академическая,14 минут пешком,1,14,https://www.cian.ru/sale/flat/315966448/
16400000,16.612791892794426,59.0,2,10,22,метро Битцевский парк,3 минуты на транспорте,0,3,https://www.cian.ru/sale/flat/316819248/
17500000,16.67771143889374,69.0,2,6,10,метро Генерала Тюленева,8 минут на транспорте,0,8,https://www.cian.ru/sale/flat/316329087/
50000000,17.72753356339242,100.0,3,6,22,метро Новые Черёмушки,12 минут пешком,1,12,https://www.cian.ru/sale/flat/310837474/
85000000,18.258161814454592,106.5,3,9,16,метро Добрынинская,12 минут пешком,1,12,https://www.cian.ru/sale/flat/315098435/
10900000,16.204273347199372,39.0,1,9,16,метро Пражская,19 минут пешком,1,19,https://www.cian.ru/sale/flat/313909465/
